case_id,case_type,court,court_hierarchy,state,sector,filing_date,disposal_date,duration_months,claim_amount_lakhs,claimant_lawyer_win_rate,respondent_is_govt,respondent_is_psu,num_prior_adjournments,has_interim_order,represented_by_senior_counsel,favourable_outcome,disposal_category,realisation_pct
SYNTH-04245,Arbitration,High Court (Appeal),3,Uttar Pradesh,Telecom,2019-04-14,2023-07-22,52,22.55,0.54,0,0,1,0,0,1,Settlement / Compromise,
SYNTH-04246,CIRP (IBC),Consumer Forum (District),1,Tamil Nadu,Others,2010-01-04,2012-01-24,25,675.77,0.74,0,1,12,0,0,0,Withdrawn,1.95
SYNTH-04247,Arbitration,High Court (Original),3,West Bengal,Manufacturing,2018-10-31,2022-06-12,44,116.73,0.78,0,0,30,0,0,1,Settlement / Compromise,
SYNTH-04248,Labour / Employment,Commercial Court,2,Uttar Pradesh,Retail,2020-09-30,2024-02-12,41,286.21,0.68,1,0,26,0,0,0,Dismissed on merits,
SYNTH-04249,Commercial Dispute,Commercial Court,2,Tamil Nadu,Infrastructure,2015-03-20,2017-01-08,22,143.0,0.69,0,0,34,1,1,0,Dismissed on merits,
SYNTH-04250,Injunction,Supreme Court,4,Gujarat,IT / Technology,2016-10-18,2020-10-27,49,13.67,0.63,0,0,1,0,0,0,Dismissed for default,
SYNTH-04251,CIRP (IBC),Consumer Forum (District),1,Gujarat,IT / Technology,2010-09-06,2012-01-29,17,48.7,0.68,0,0,15,0,0,0,Settlement / Compromise,2.67
SYNTH-04252,Injunction,Commercial Court,2,Karnataka,Energy,2012-06-11,2012-12-08,6,374.53,0.61,0,1,34,0,0,1,Settlement / Compromise,
SYNTH-04253,Specific Performance,High Court (Appeal),3,Tamil Nadu,Retail,2021-05-21,2035-09-05,174,13.24,0.34,1,1,37,1,1,0,Withdrawn,
SYNTH-04254,Civil Suit,NCLAT,3,Maharashtra,Others,2016-06-24,2018-06-14,24,61.17,0.6,0,0,26,0,1,1,Settlement / Compromise,
SYNTH-04255,Partition,High Court (Original),3,Maharashtra,Healthcare,2014-03-22,2015-05-16,14,109.36,0.3,0,0,19,1,0,0,Dismissed for default,
SYNTH-04256,Arbitration,Consumer Forum (District),1,Maharashtra,Infrastructure,2021-07-12,2022-10-05,15,544.71,0.63,0,0,27,0,0,1,Settlement / Compromise,
SYNTH-04257,CIRP (IBC),Consumer Forum (District),1,Karnataka,Real Estate,2014-06-05,2015-09-28,16,27.72,0.69,0,0,27,0,0,1,Settlement / Compromise,46.58
SYNTH-04258,Liquidation (IBC),Commercial Court,2,Karnataka,Others,2016-01-03,2018-02-21,26,47.25,0.39,0,0,24,1,0,0,Settlement / Compromise,0.69
SYNTH-04259,Civil Suit,NCLAT,3,Rajasthan,Manufacturing,2019-04-18,2020-04-12,12,374.29,0.4,1,1,19,1,0,0,Dismissed for default,
SYNTH-04260,Appeal (HC),High Court (Original),3,Gujarat,IT / Technology,2019-02-24,2021-12-10,34,15.04,0.45,1,0,27,0,0,1,Decree in favour of plaintiff,
SYNTH-04261,Consumer Dispute,Supreme Court,4,Rajasthan,Infrastructure,2011-06-05,2018-04-29,84,34.57,0.32,0,1,34,1,0,1,Decree in favour of plaintiff,
SYNTH-04262,Specific Performance,Supreme Court,4,Uttar Pradesh,Others,2016-10-15,2023-06-11,81,0.91,0.62,1,0,32,0,0,0,Decree in favour of defendant,
SYNTH-04263,Specific Performance,Commercial Court,2,West Bengal,Infrastructure,2014-09-18,2016-09-07,24,27.4,0.71,0,0,40,1,1,1,Settlement / Compromise,
SYNTH-04264,Appeal (HC),Consumer Forum (State),2,Uttar Pradesh,IT / Technology,2019-06-26,2020-10-18,16,23.81,0.69,0,0,32,1,0,0,Settlement / Compromise,
SYNTH-04265,Labour / Employment,Consumer Forum (District),1,Maharashtra,Energy,2017-06-21,2018-09-14,15,50.81,0.72,0,0,2,0,0,1,Settlement / Compromise,
SYNTH-04266,Civil Suit,NCLAT,3,Gujarat,IT / Technology,2018-05-25,2019-02-19,9,87.74,0.63,0,0,16,1,0,1,Settlement / Compromise,
SYNTH-04267,Consumer Dispute,Supreme Court,4,Punjab,Healthcare,2017-11-18,2027-07-29,118,83.21,0.29,1,0,40,0,1,0,Withdrawn,
SYNTH-04268,Partition,Consumer Forum (District),1,Telangana,Manufacturing,2019-11-11,2022-03-30,29,281.98,0.34,0,1,7,1,0,1,Decree in favour of plaintiff,
SYNTH-04269,Specific Performance,NCLT,2,Tamil Nadu,Banking & Finance,2012-11-12,2017-05-20,55,902.54,0.55,0,0,1,1,0,1,Decree in favour of plaintiff,
SYNTH-04270,Civil Suit,NCLAT,3,Delhi,Manufacturing,2020-08-04,2021-09-28,14,18.58,0.56,0,0,21,0,0,0,Dismissed on merits,
SYNTH-04271,Appeal (HC),NCLT,2,Gujarat,Healthcare,2014-09-10,2018-04-22,44,157.97,0.77,0,0,24,1,0,1,Settlement / Compromise,
SYNTH-04272,Consumer Dispute,NCLAT,3,Rajasthan,Energy,2018-08-01,2020-09-19,26,928.83,0.7,0,0,31,0,0,0,Dismissed on merits,
SYNTH-04273,IP Infringement,High Court (Appeal),3,Gujarat,Banking & Finance,2015-02-23,2018-08-06,42,103.47,0.58,0,0,13,1,0,1,Settlement / Compromise,
SYNTH-04274,Liquidation (IBC),Consumer Forum (State),2,Delhi,Others,2021-05-28,2022-10-20,17,1343.43,0.44,0,0,11,0,0,1,Settlement / Compromise,34.03
SYNTH-04275,CIRP (IBC),NCLAT,3,Maharashtra,Energy,2014-01-15,2015-02-09,13,24.89,0.65,0,0,28,0,1,0,Dismissed for default,5.93
SYNTH-04276,Commercial Dispute,Consumer Forum (State),2,Delhi,Telecom,2018-02-08,2021-05-23,40,218.95,0.6,0,0,33,1,0,0,Decree in favour of defendant,
SYNTH-04277,Arbitration,NCLT,2,Karnataka,Telecom,2019-05-30,2023-11-05,54,855.09,0.34,0,0,40,0,0,0,Dismissed for default,
SYNTH-04278,Liquidation (IBC),Commercial Court,2,Delhi,Infrastructure,2021-05-21,2022-02-15,9,8.63,0.5,0,0,3,0,0,1,Decree in favour of plaintiff,27.77
SYNTH-04279,CIRP (IBC),District Court,1,Delhi,Telecom,2017-08-28,2021-01-09,41,27.93,0.74,0,0,16,0,0,1,Settlement / Compromise,35.15
SYNTH-04280,Partition,NCLT,2,Punjab,Infrastructure,2010-06-20,2011-12-12,18,23.95,0.6,0,0,16,0,0,1,Settlement / Compromise,
SYNTH-04281,Injunction,District Court,1,Maharashtra,Others,2016-09-06,2020-02-18,42,10.03,0.6,0,0,17,1,0,1,Settlement / Compromise,
SYNTH-04282,Money Recovery,Consumer Forum (District),1,Maharashtra,Retail,2010-01-04,2011-03-30,15,10.01,0.32,0,0,25,0,1,1,Decree in favour of plaintiff,83.73
SYNTH-04283,Injunction,NCLT,2,Maharashtra,Real Estate,2019-09-22,2021-12-10,27,14.88,0.3,0,0,26,0,0,0,Withdrawn,
SYNTH-04284,Consumer Dispute,Consumer Forum (District),1,Uttar Pradesh,Manufacturing,2014-12-07,2017-06-24,31,100.36,0.44,0,0,8,0,0,1,Decree in favour of plaintiff,
SYNTH-04285,Appeal (HC),Commercial Court,2,Karnataka,Banking & Finance,2014-04-29,2016-03-19,23,16.51,0.26,1,0,5,0,0,0,Dismissed for default,
SYNTH-04286,Injunction,NCLAT,3,Telangana,Manufacturing,2011-01-18,2012-10-09,21,153.86,0.28,0,0,24,0,0,0,Dismissed on merits,
SYNTH-04287,Liquidation (IBC),District Court,1,Tamil Nadu,Infrastructure,2018-06-22,2022-08-30,51,605.2,0.26,0,0,15,1,0,1,Settlement / Compromise,30.63
SYNTH-04288,Commercial Dispute,NCLT,2,Rajasthan,Manufacturing,2015-08-28,2018-04-14,32,150.43,0.79,0,1,3,0,1,1,Decree in favour of plaintiff,
SYNTH-04289,CIRP (IBC),Consumer Forum (District),1,Rajasthan,Infrastructure,2021-11-07,2022-12-02,13,27.45,0.54,0,1,7,0,1,0,Dismissed on merits,4.25
SYNTH-04290,Liquidation (IBC),District Court,1,Rajasthan,Real Estate,2015-10-09,2020-08-13,59,6.44,0.51,0,0,2,0,0,0,Transferred,0.06
SYNTH-04291,Labour / Employment,NCLAT,3,Gujarat,Telecom,2018-10-06,2020-05-28,20,18.42,0.4,0,0,21,0,0,0,Withdrawn,
SYNTH-04292,Partition,District Court,1,Telangana,Telecom,2015-01-17,2034-10-04,240,118.34,0.47,0,0,40,0,0,1,Settlement / Compromise,
SYNTH-04293,IP Infringement,Commercial Court,2,Rajasthan,Energy,2010-06-19,2012-05-09,23,25.2,0.7,0,0,37,0,0,0,Withdrawn,
SYNTH-04294,Liquidation (IBC),NCLT,2,Tamil Nadu,IT / Technology,2019-01-08,2020-11-28,23,57.12,0.42,0,1,0,1,0,1,Decree in favour of plaintiff,38.64
SYNTH-04295,Civil Suit,High Court (Appeal),3,Karnataka,Retail,2015-12-01,2022-09-25,83,79.68,0.59,0,1,29,0,1,1,Decree in favour of plaintiff,
SYNTH-04296,Arbitration,Consumer Forum (District),1,Maharashtra,Retail,2017-07-28,2018-05-24,10,122.46,0.39,0,0,39,0,0,1,Decree in favour of plaintiff,
SYNTH-04297,Liquidation (IBC),High Court (Appeal),3,Delhi,Manufacturing,2013-02-16,2020-08-08,91,426.1,0.44,1,0,9,0,0,1,Decree in favour of plaintiff,29.73
SYNTH-04298,Liquidation (IBC),NCLAT,3,Delhi,Energy,2013-09-04,2015-02-26,18,140.07,0.3,0,0,24,0,0,1,Settlement / Compromise,23.64
SYNTH-04299,Labour / Employment,District Court,1,Uttar Pradesh,Retail,2015-10-17,2018-05-04,31,63.2,0.55,0,0,40,1,0,1,Settlement / Compromise,
SYNTH-04300,Money Recovery,Commercial Court,2,Rajasthan,Telecom,2013-09-24,2015-06-16,21,144.56,0.67,0,0,14,1,0,1,Settlement / Compromise,42.75
SYNTH-04301,Money Recovery,High Court (Original),3,Maharashtra,Telecom,2012-03-29,2014-03-19,24,3.69,0.32,1,0,6,1,0,0,Settlement / Compromise,2.22
SYNTH-04302,Commercial Dispute,Supreme Court,4,Rajasthan,Banking & Finance,2015-03-24,2023-06-10,100,53.92,0.75,1,0,26,0,0,0,Settlement / Compromise,
SYNTH-04303,Civil Suit,Commercial Court,2,Telangana,Banking & Finance,2020-02-20,2023-05-05,39,131.29,0.67,0,0,33,0,0,0,Settlement / Compromise,
SYNTH-04304,CIRP (IBC),NCLT,2,Rajasthan,IT / Technology,2015-04-11,2017-09-27,30,111.97,0.44,0,0,35,0,1,1,Decree in favour of plaintiff,45.04
SYNTH-04305,Arbitration,High Court (Original),3,Rajasthan,Telecom,2013-11-13,2016-03-02,28,195.68,0.42,0,0,37,0,0,0,Decree in favour of defendant,
SYNTH-04306,Appeal (HC),High Court (Appeal),3,Tamil Nadu,Telecom,2018-05-22,2023-05-26,61,135.33,0.3,0,0,14,0,0,0,Dismissed for default,
SYNTH-04307,Money Recovery,District Court,1,Maharashtra,Healthcare,2015-12-12,2019-04-25,41,6.88,0.62,1,0,3,0,0,1,Settlement / Compromise,77.83
SYNTH-04308,Writ (HC),Commercial Court,2,Rajasthan,Infrastructure,2018-07-10,2021-09-22,39,15.62,0.65,0,0,14,1,0,1,Settlement / Compromise,
SYNTH-04309,Consumer Dispute,NCLAT,3,Tamil Nadu,Manufacturing,2019-05-22,2020-05-16,12,65.2,0.29,1,0,38,0,0,0,Dismissed on merits,
SYNTH-04310,Labour / Employment,Consumer Forum (State),2,Delhi,Retail,2016-07-13,2018-01-04,18,51.56,0.3,1,0,37,0,0,1,Settlement / Compromise,
SYNTH-04311,Liquidation (IBC),High Court (Original),3,Tamil Nadu,Real Estate,2021-05-31,2024-01-16,32,43.0,0.3,0,0,25,1,0,0,Decree in favour of defendant,0.24
SYNTH-04312,Civil Suit,Consumer Forum (State),2,West Bengal,Manufacturing,2017-11-18,2019-07-11,20,10.8,0.77,0,0,12,1,0,1,Settlement / Compromise,
SYNTH-04313,Commercial Dispute,NCLAT,3,Tamil Nadu,IT / Technology,2021-10-30,2023-07-22,21,128.59,0.28,0,0,28,0,0,1,Settlement / Compromise,
SYNTH-04314,Injunction,Consumer Forum (District),1,Uttar Pradesh,Telecom,2016-08-11,2017-09-05,13,534.3,0.75,0,0,29,0,1,1,Settlement / Compromise,
SYNTH-04315,Partition,NCLT,2,Uttar Pradesh,Manufacturing,2010-06-18,2012-07-07,25,542.01,0.59,0,0,38,0,1,0,Decree in favour of defendant,
SYNTH-04316,Liquidation (IBC),NCLT,2,Karnataka,Energy,2020-10-31,2022-07-23,21,2.61,0.26,0,0,37,0,1,0,Withdrawn,4.99
SYNTH-04317,Liquidation (IBC),District Court,1,Tamil Nadu,Banking & Finance,2017-01-01,2020-12-11,48,34.69,0.44,0,0,8,0,0,0,Withdrawn,4.92
SYNTH-04318,Arbitration,High Court (Original),3,West Bengal,Manufacturing,2021-09-09,2024-04-26,32,32.69,0.3,0,0,35,0,0,0,Dismissed for default,
SYNTH-04319,Civil Suit,NCLT,2,West Bengal,Healthcare,2015-09-30,2017-01-22,16,31.34,0.69,0,0,16,1,0,1,Settlement / Compromise,
SYNTH-04320,IP Infringement,High Court (Original),3,Punjab,Infrastructure,2012-11-23,2013-05-22,6,22.53,0.42,0,0,21,0,1,0,Settlement / Compromise,
SYNTH-04321,CIRP (IBC),Commercial Court,2,Telangana,Telecom,2018-04-25,2020-03-15,23,127.17,0.29,1,0,9,0,0,1,Decree in favour of plaintiff,27.45
SYNTH-04322,Consumer Dispute,District Court,1,Uttar Pradesh,Real Estate,2017-05-03,2018-12-24,20,8.91,0.25,1,0,28,1,0,1,Settlement / Compromise,
SYNTH-04323,Commercial Dispute,Consumer Forum (District),1,Karnataka,Telecom,2019-05-30,2020-11-20,18,370.33,0.42,0,0,14,0,0,0,Decree in favour of defendant,
SYNTH-04324,Civil Suit,Supreme Court,4,Karnataka,IT / Technology,2021-02-10,2027-01-10,72,56.11,0.54,0,0,18,0,0,1,Settlement / Compromise,
SYNTH-04325,Injunction,NCLAT,3,Tamil Nadu,Healthcare,2016-06-08,2017-10-31,17,18.72,0.7,0,0,7,0,1,1,Decree in favour of plaintiff,
SYNTH-04326,Specific Performance,High Court (Appeal),3,Maharashtra,Others,2012-06-02,2014-12-19,31,103.65,0.52,0,0,26,1,0,0,Dismissed for default,
SYNTH-04327,Civil Suit,Commercial Court,2,Maharashtra,Infrastructure,2012-03-28,2013-03-23,12,132.9,0.41,0,0,36,0,0,1,Settlement / Compromise,
SYNTH-04328,IP Infringement,Consumer Forum (State),2,Maharashtra,Infrastructure,2015-04-12,2017-03-02,23,188.36,0.77,0,0,35,0,0,1,Settlement / Compromise,
SYNTH-04329,CIRP (IBC),Consumer Forum (District),1,Uttar Pradesh,Healthcare,2011-08-25,2014-04-11,32,4.44,0.32,0,0,6,0,0,1,Decree in favour of plaintiff,34.33
SYNTH-04330,IP Infringement,High Court (Appeal),3,Telangana,Real Estate,2010-02-06,2021-10-06,142,136.22,0.71,1,0,17,0,0,1,Settlement / Compromise,
SYNTH-04331,Civil Suit,Consumer Forum (State),2,Punjab,Real Estate,2014-04-25,2020-04-23,73,189.36,0.27,0,0,34,0,1,0,Decree in favour of defendant,
SYNTH-04332,Specific Performance,Supreme Court,4,Tamil Nadu,Telecom,2012-03-04,2015-07-17,41,30.79,0.58,0,0,18,1,0,0,Decree in favour of defendant,
SYNTH-04333,Specific Performance,Supreme Court,4,Karnataka,Manufacturing,2017-03-22,2023-10-17,80,105.24,0.32,0,0,28,0,0,1,Settlement / Compromise,
SYNTH-04334,Commercial Dispute,Consumer Forum (State),2,Uttar Pradesh,Real Estate,2017-03-08,2018-10-29,20,5.67,0.48,0,1,0,0,0,0,Settlement / Compromise,
SYNTH-04335,IP Infringement,Commercial Court,2,Tamil Nadu,Telecom,2021-10-16,2031-12-23,124,44.18,0.67,0,1,15,1,0,0,Settlement / Compromise,
SYNTH-04336,Injunction,Consumer Forum (State),2,Tamil Nadu,Real Estate,2018-11-29,2020-10-19,23,64.72,0.73,0,0,40,1,0,0,Settlement / Compromise,
SYNTH-04337,Money Recovery,Consumer Forum (District),1,Karnataka,Manufacturing,2011-05-19,2012-10-10,17,65.63,0.79,0,0,27,0,1,0,Dismissed on merits,6.31
SYNTH-04338,Commercial Dispute,Consumer Forum (District),1,Delhi,Telecom,2018-10-13,2021-10-27,37,27.2,0.34,0,1,4,0,0,0,Transferred,
SYNTH-04339,IP Infringement,District Court,1,Karnataka,Energy,2012-11-05,2020-10-24,97,316.3,0.5,1,0,38,1,0,1,Decree in favour of plaintiff,
SYNTH-04340,Partition,Supreme Court,4,Uttar Pradesh,Others,2017-06-13,2022-08-16,63,8.02,0.55,0,0,10,0,0,1,Decree in favour of plaintiff,
SYNTH-04341,CIRP (IBC),Consumer Forum (State),2,Tamil Nadu,Manufacturing,2016-01-16,2017-04-10,15,55.85,0.59,0,1,39,1,0,0,Withdrawn,0.51
SYNTH-04342,Arbitration,NCLAT,3,Tamil Nadu,Energy,2021-10-06,2022-10-31,13,52.72,0.53,0,0,32,0,0,1,Settlement / Compromise,
SYNTH-04343,Commercial Dispute,Commercial Court,2,Karnataka,Others,2011-10-31,2012-05-28,7,10.46,0.61,1,0,35,0,0,0,Dismissed on merits,
SYNTH-04344,Money Recovery,Supreme Court,4,Punjab,Healthcare,2016-02-06,2019-08-19,43,334.04,0.65,0,0,39,1,0,1,Decree in favour of plaintiff,55.78
SYNTH-04345,Appeal (HC),High Court (Original),3,Telangana,Healthcare,2010-12-12,2014-03-26,40,382.56,0.35,0,0,39,0,0,0,Transferred,
SYNTH-04346,Liquidation (IBC),NCLT,2,Telangana,Healthcare,2011-10-25,2016-05-31,56,50.09,0.7,0,0,7,0,1,1,Decree in favour of plaintiff,33.7
SYNTH-04347,Specific Performance,Consumer Forum (State),2,Uttar Pradesh,Energy,2020-11-06,2023-10-22,36,102.56,0.4,0,0,36,0,0,0,Dismissed on merits,
SYNTH-04348,Arbitration,Supreme Court,4,Delhi,Healthcare,2010-07-01,2017-01-25,80,361.02,0.79,0,0,1,0,0,1,Settlement / Compromise,
SYNTH-04349,Labour / Employment,Consumer Forum (District),1,Gujarat,Telecom,2010-06-19,2014-07-28,50,65.82,0.29,0,0,13,0,0,1,Settlement / Compromise,
SYNTH-04350,Appeal (HC),NCLAT,3,Delhi,Energy,2013-04-18,2015-11-04,31,32.22,0.61,0,0,23,0,0,1,Settlement / Compromise,
SYNTH-04351,Commercial Dispute,NCLT,2,Karnataka,IT / Technology,2010-04-19,2014-09-25,54,268.34,0.25,0,0,7,1,0,0,Dismissed on merits,
SYNTH-04352,Specific Performance,High Court (Original),3,West Bengal,Telecom,2016-05-27,2021-04-01,59,62.87,0.68,0,1,22,1,0,1,Settlement / Compromise,
SYNTH-04353,Specific Performance,High Court (Original),3,Telangana,Energy,2016-01-16,2018-02-04,25,6.74,0.68,1,0,30,0,0,1,Settlement / Compromise,
SYNTH-04354,CIRP (IBC),Consumer Forum (District),1,Gujarat,Telecom,2016-06-24,2018-01-15,19,544.31,0.5,0,0,3,0,0,1,Decree in favour of plaintiff,24.25
SYNTH-04355,Appeal (HC),High Court (Original),3,West Bengal,Manufacturing,2010-08-31,2016-05-01,69,0.7,0.77,1,0,3,1,0,1,Settlement / Compromise,
SYNTH-04356,Appeal (HC),NCLT,2,Karnataka,Real Estate,2020-04-27,2021-08-20,16,13.83,0.42,0,1,0,0,0,1,Decree in favour of plaintiff,
SYNTH-04357,Injunction,High Court (Original),3,West Bengal,Energy,2014-05-15,2016-04-04,23,90.41,0.26,0,0,22,0,0,0,Dismissed on merits,
SYNTH-04358,Liquidation (IBC),High Court (Original),3,West Bengal,Energy,2020-10-08,2024-02-20,41,98.59,0.46,0,0,22,1,0,1,Settlement / Compromise,48.83
SYNTH-04359,Commercial Dispute,NCLAT,3,Uttar Pradesh,Infrastructure,2018-01-28,2019-02-22,13,5.18,0.26,0,0,17,0,0,0,Dismissed for default,
SYNTH-04360,Specific Performance,Supreme Court,4,Telangana,Healthcare,2021-06-11,2029-05-30,97,442.59,0.51,0,1,11,1,0,1,Decree in favour of plaintiff,
SYNTH-04361,Partition,High Court (Appeal),3,Telangana,IT / Technology,2016-05-29,2023-11-19,91,72.28,0.49,0,0,16,0,0,0,Dismissed for default,
SYNTH-04362,Civil Suit,Consumer Forum (District),1,Tamil Nadu,Manufacturing,2016-06-06,2018-08-25,27,426.15,0.7,0,0,2,1,0,1,Decree in favour of plaintiff,
SYNTH-04363,Civil Suit,Consumer Forum (District),1,Maharashtra,Manufacturing,2019-08-03,2020-09-26,14,288.88,0.58,0,0,4,0,0,1,Settlement / Compromise,
SYNTH-04364,Appeal (HC),Consumer Forum (State),2,Punjab,Energy,2019-11-21,2022-07-08,32,214.98,0.72,0,0,20,0,1,1,Settlement / Compromise,
SYNTH-04365,Appeal (HC),Commercial Court,2,Rajasthan,Banking & Finance,2014-04-14,2016-06-02,26,381.6,0.39,0,0,4,0,0,1,Settlement / Compromise,
SYNTH-04366,Liquidation (IBC),Commercial Court,2,West Bengal,Real Estate,2010-02-17,2012-04-07,26,5.89,0.72,0,0,29,1,0,1,Decree in favour of plaintiff,55.35
SYNTH-04367,Liquidation (IBC),NCLT,2,West Bengal,Others,2010-01-21,2014-06-29,54,299.51,0.73,0,0,28,1,0,1,Decree in favour of plaintiff,33.36
SYNTH-04368,CIRP (IBC),NCLT,2,Uttar Pradesh,Others,2015-09-03,2018-03-21,31,10.24,0.8,0,0,30,0,0,1,Decree in favour of plaintiff,46.73
SYNTH-04369,Consumer Dispute,High Court (Appeal),3,West Bengal,IT / Technology,2021-05-05,2027-03-05,71,54.26,0.48,0,0,33,0,0,1,Decree in favour of plaintiff,
SYNTH-04370,Liquidation (IBC),NCLAT,3,Maharashtra,Telecom,2011-04-02,2012-10-23,19,37.64,0.55,0,0,26,0,1,0,Decree in favour of defendant,0.95
SYNTH-04371,Appeal (HC),District Court,1,Rajasthan,IT / Technology,2010-08-15,2018-08-03,97,29.09,0.72,0,1,26,1,0,1,Settlement / Compromise,
SYNTH-04372,Injunction,District Court,1,Rajasthan,Retail,2021-12-03,2025-11-12,48,22.49,0.66,0,0,23,0,0,1,Settlement / Compromise,
SYNTH-04373,Arbitration,NCLAT,3,Tamil Nadu,Banking & Finance,2012-02-10,2013-11-01,21,24.38,0.6,0,1,2,0,0,0,Settlement / Compromise,
SYNTH-04374,Consumer Dispute,Consumer Forum (State),2,Gujarat,Others,2015-06-04,2018-04-19,35,338.33,0.44,0,0,15,0,0,1,Decree in favour of plaintiff,
SYNTH-04375,Partition,High Court (Original),3,Rajasthan,Banking & Finance,2013-12-16,2016-01-05,25,44.89,0.7,0,1,11,1,0,0,Settlement / Compromise,
SYNTH-04376,Labour / Employment,Commercial Court,2,Telangana,Others,2018-08-06,2021-01-22,30,28.4,0.8,0,0,13,1,0,1,Decree in favour of plaintiff,
SYNTH-04377,Liquidation (IBC),High Court (Original),3,Delhi,Infrastructure,2019-03-27,2022-12-06,45,125.6,0.36,0,1,13,1,0,0,Transferred,0.5
SYNTH-04378,Consumer Dispute,Consumer Forum (State),2,Telangana,Manufacturing,2011-09-01,2013-08-21,24,12.79,0.27,0,0,31,0,0,0,Transferred,
SYNTH-04379,Specific Performance,High Court (Appeal),3,Gujarat,Retail,2019-04-24,2023-10-30,55,9.56,0.25,0,0,24,0,0,1,Decree in favour of plaintiff,
SYNTH-04380,Money Recovery,NCLT,2,Karnataka,Banking & Finance,2019-01-19,2026-12-08,96,381.42,0.6,0,0,31,1,1,0,Transferred,5.26
SYNTH-04381,Consumer Dispute,NCLAT,3,Karnataka,Manufacturing,2011-12-24,2013-10-14,22,22.53,0.4,0,0,22,0,1,1,Settlement / Compromise,
SYNTH-04382,Liquidation (IBC),Supreme Court,4,Delhi,Infrastructure,2018-03-17,2022-10-22,56,3.37,0.27,0,0,19,0,1,0,Dismissed on merits,2.1
SYNTH-04383,Arbitration,High Court (Appeal),3,Gujarat,Manufacturing,2016-06-11,2018-12-28,31,10.84,0.61,0,0,2,0,0,0,Dismissed on merits,
SYNTH-04384,Labour / Employment,District Court,1,Uttar Pradesh,Others,2019-02-05,2021-09-22,32,76.61,0.74,0,0,39,1,0,1,Decree in favour of plaintiff,
SYNTH-04385,CIRP (IBC),High Court (Original),3,West Bengal,Energy,2018-02-28,2019-08-22,18,17.76,0.72,0,0,32,0,0,1,Settlement / Compromise,35.9
SYNTH-04386,Partition,High Court (Appeal),3,Karnataka,Energy,2017-07-02,2019-08-21,26,182.43,0.45,0,0,23,0,1,1,Settlement / Compromise,
SYNTH-04387,Partition,NCLT,2,Gujarat,Telecom,2019-11-04,2021-11-23,25,371.22,0.41,0,0,2,1,0,1,Settlement / Compromise,
SYNTH-04388,IP Infringement,High Court (Appeal),3,Punjab,IT / Technology,2014-07-17,2018-09-24,51,12.88,0.75,1,0,8,0,0,1,Settlement / Compromise,
SYNTH-04389,Specific Performance,District Court,1,West Bengal,Retail,2015-08-26,2019-03-08,43,6.0,0.5,0,1,29,0,1,1,Decree in favour of plaintiff,
SYNTH-04390,Labour / Employment,NCLAT,3,West Bengal,Others,2017-04-01,2017-08-29,5,13.15,0.53,0,0,2,0,0,1,Settlement / Compromise,
SYNTH-04391,IP Infringement,Consumer Forum (District),1,Tamil Nadu,Banking & Finance,2012-12-26,2014-09-17,21,65.91,0.34,0,0,16,1,1,0,Dismissed on merits,
SYNTH-04392,IP Infringement,Commercial Court,2,Tamil Nadu,Healthcare,2010-11-01,2011-09-27,11,1.54,0.7,0,0,6,0,0,1,Decree in favour of plaintiff,
SYNTH-04393,Labour / Employment,Commercial Court,2,West Bengal,Banking & Finance,2012-01-15,2016-02-23,50,62.99,0.71,0,0,3,0,1,1,Decree in favour of plaintiff,
SYNTH-04394,IP Infringement,High Court (Original),3,Karnataka,IT / Technology,2013-03-29,2019-08-25,78,516.92,0.37,0,0,7,1,0,0,Dismissed for default,
SYNTH-04395,Specific Performance,NCLAT,3,Karnataka,Real Estate,2013-01-22,2015-02-11,25,59.66,0.33,0,0,18,1,1,0,Withdrawn,
SYNTH-04396,Civil Suit,District Court,1,Telangana,Manufacturing,2012-03-01,2015-05-15,39,160.44,0.35,0,0,10,0,0,0,Dismissed for default,
SYNTH-04397,Civil Suit,NCLAT,3,West Bengal,Banking & Finance,2020-12-14,2022-04-08,16,22.55,0.56,0,0,14,0,0,1,Decree in favour of plaintiff,
SYNTH-04398,Commercial Dispute,Consumer Forum (District),1,West Bengal,IT / Technology,2014-02-14,2014-09-12,7,48.2,0.57,0,0,17,0,0,1,Settlement / Compromise,
SYNTH-04399,Labour / Employment,District Court,1,Tamil Nadu,Real Estate,2020-03-10,2027-01-03,83,361.03,0.5,0,0,4,0,1,1,Settlement / Compromise,
SYNTH-04400,Civil Suit,Consumer Forum (District),1,Maharashtra,Healthcare,2011-03-17,2012-11-06,20,14.4,0.47,0,0,3,1,0,1,Decree in favour of plaintiff,
SYNTH-04401,CIRP (IBC),Supreme Court,4,Telangana,Healthcare,2013-09-04,2021-05-25,94,53.35,0.48,0,0,12,0,0,1,Settlement / Compromise,27.44
SYNTH-04402,Writ (HC),Consumer Forum (State),2,Uttar Pradesh,Infrastructure,2020-07-22,2024-04-02,45,165.27,0.64,0,0,11,0,1,0,Settlement / Compromise,
SYNTH-04403,Specific Performance,Commercial Court,2,Tamil Nadu,Energy,2019-09-11,2022-08-26,36,14.97,0.34,0,0,10,0,0,0,Dismissed for default,
SYNTH-04404,Partition,Commercial Court,2,West Bengal,Infrastructure,2021-03-20,2023-03-10,24,48.32,0.77,0,0,13,1,0,0,Settlement / Compromise,
